feature_0,feature_3,feature_10,feature_40,feature_68,feature_70,feature_86,feature_89,feature_95,feature_100,feature_113,feature_123,feature_143,feature_150,feature_168,feature_187,feature_213,feature_242,feature_244,feature_251,feature_252,feature_268,feature_289,feature_291,feature_294,feature_296,feature_300,feature_323,feature_332,feature_335,feature_377,feature_428,feature_437,feature_438,feature_469
5,3,3,15,317,42,57,4,7,2,0,0,1,7,0,1,3,48,38,7,60,0,6,3,101,198,40,20,79,44,1,146,29,0,12
0,3,3,12,53,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,54,28,24,18,0,1,41,25,0,3
2,3,3,12,210,26,17,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,93,33,26,597,1,2,42,33,0,12
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,57,28,24,18,0,1,41,25,0,3
1,8,12,62,46661,1412,10891,6,274,2,0,1,1,10,0,924,0,4183,138,628,4146,0,18,8,395,397,226,138,5762,605,22,433,114,0,260
1,6,5,46,19203,609,4439,1,213,2,0,1,1,8,0,3,0,734,46,1159,720,0,13,6,201,269,58,15,3360,813,361,110,70,0,74
1,2,2,5,138,38,20,0,7,2,0,0,0,7,0,1,0,30,28,4,42,0,3,2,91,244,22,18,26,13,1,112,17,0,25
3,2,2,5,1249,64,556,2,23,2,0,0,3,7,0,1,0,93,27,21,108,0,3,2,82,161,25,15,266,798,364,73,21,0,102
2,3,3,12,87,25,18,2,6,2,2,0,0,6,0,1,0,25,26,6,36,0,7,3,57,88,27,20,604,1,2,15,33,0,8
2,3,3,12,210,26,17,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,93,33,26,603,1,2,42,33,0,12
3,2,2,5,1218,64,531,2,23,2,0,0,3,7,0,1,0,91,26,21,106,0,3,2,79,161,25,15,261,799,364,73,21,0,101
0,2,2,7,1269,57,501,1,12,2,0,0,0,7,0,1,0,85,38,6,95,0,3,2,124,120,65,49,223,807,361,203,24,0,13
0,3,3,10,1125,34,500,2,8,2,0,0,0,7,0,1,0,48,26,6,59,0,4,3,85,146,29,16,255,787,361,102,20,0,64
2,3,2,18,444,27,62,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,1062,304,14,9,97,0,1,21,19,0,30
10,5,4,22,125068,911,21962,6,95,2,2,1,3,8,0,3,3,18075,52,1255,18066,0,13,5,278,400,119,17,6515,781,365,210,48,0,127
12,5,4,22,201289,1368,40163,2,101,2,2,1,4,9,0,3,4,37824,51,1257,37808,0,13,5,342,458,175,29,8723,595,5,236,53,0,92
3,3,8,27,4293,55,1384,2,126,2,2,0,1,7,0,1,0,733,37,285,745,0,3,3,91,199,30,43,1113,456,1,85,55,1,316
2,3,3,12,221,26,22,2,6,2,2,0,0,6,0,1,0,27,31,6,38,0,7,3,63,94,33,26,600,1,2,42,39,0,12
0,3,3,12,56,22,13,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,56,28,24,19,0,1,41,25,0,3
0,3,3,12,55,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,56,28,24,18,0,1,41,25,0,3
0,3,2,7,1177,51,483,0,10,2,0,0,0,7,0,1,0,65,32,7,75,0,3,3,89,150,28,17,289,798,361,189,25,0,65
2362,2,2,5,1813,82,596,0,17,2,0,0,0,7,0,1,0,172,65,9,171,0,3,2,131,237,61,43,258,944,361,279,31,0,37
2,2,2,9,2142,70,873,3,24,2,0,0,1,7,0,2,0,248,30,612,257,0,3,2,110,173,45,31,447,770,365,201,21,0,8
2,7,11,69,48497,853,9155,4,306,2,2,1,0,12,0,3,0,4886,46,1528,4875,0,19,7,296,296,131,39,4703,1022,361,155,91,1,404
2,5,4,22,120349,851,19467,1,88,2,0,1,1,8,0,3,1,18256,44,794,18237,0,13,5,1271,576,118,19,3636,422,1,209,40,0,98
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,54,28,24,18,0,1,41,25,0,3
1,2,2,5,145,39,22,0,7,2,0,0,0,7,0,1,0,32,29,4,43,0,3,2,92,263,22,18,27,16,1,109,17,0,26
4,5,4,22,33473,737,6096,9,90,2,2,1,1,8,0,3,1,1755,75,1601,1737,0,13,5,296,943,143,19,4462,1122,360,194,38,0,167
5,4,3,23,65398,809,12023,4,95,2,2,1,1,8,0,3,1,8144,46,1184,8120,0,11,4,279,356,127,36,4352,1473,362,168,28,0,49
3,2,2,5,446,34,102,4,9,2,0,0,3,7,0,1,0,86,34,6,100,0,3,2,92,176,33,16,48,72,1,36,23,0,147
0,3,3,8,59,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
2,3,2,18,588,24,59,1,69,2,0,1,1,7,0,3,1,36,55,10,40,0,10,3,83,455,13,9,108,0,1,21,19,0,63
0,3,2,20,600,52,108,1,73,2,0,1,0,8,0,3,0,77,46,10,81,0,10,3,136,168,32,21,75,35,1,151,28,0,28
2,3,3,12,192,26,18,2,6,2,2,0,0,6,0,1,0,25,28,6,36,0,7,3,57,86,27,20,599,1,2,30,33,0,11
0,2,2,7,1316,58,515,1,12,2,0,0,0,7,0,1,0,91,39,6,100,0,3,2,125,119,65,49,229,823,361,189,24,0,14
1,2,2,5,144,38,24,0,7,2,0,0,0,7,0,1,0,32,32,4,44,0,3,2,91,273,22,18,27,13,1,100,17,0,28
2,3,3,12,86,25,17,2,6,2,2,0,0,6,0,1,0,25,26,6,36,0,7,3,57,87,27,20,603,1,2,15,33,0,8
2,2,2,9,2138,70,863,3,24,2,0,0,1,7,0,2,0,249,30,614,258,0,3,2,110,176,45,31,449,770,365,201,21,0,8
0,3,3,6,140,21,3,1,6,2,0,0,0,7,0,1,0,11,24,5,26,0,4,3,74,69,41,37,16,1,1,73,20,0,7
0,2,2,7,1382,57,550,1,12,2,0,0,0,7,0,1,0,94,40,6,104,0,3,2,127,120,65,49,232,834,361,193,24,0,10
0,3,3,10,1098,34,496,2,8,2,0,0,0,7,0,1,0,44,23,6,55,0,4,3,84,156,31,16,253,780,361,104,20,0,272
0,2,2,7,1154,33,481,1,8,2,0,0,0,7,0,1,0,53,29,72,71,0,3,2,81,126,25,17,221,780,361,93,18,0,8
0,2,2,7,1298,57,517,1,12,2,0,0,0,7,0,1,0,88,39,6,98,0,3,2,124,120,65,49,228,811,361,200,24,0,15
0,3,3,8,58,20,13,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,52,28,24,19,0,1,41,21,0,3
8,3,2,28,647,61,111,5,76,2,2,1,4,8,0,3,0,95,63,22,98,0,10,3,151,234,44,21,662,37,5,157,47,0,32
3,2,2,5,422,35,93,3,10,2,0,0,3,7,0,1,0,83,25,5,96,0,3,2,94,179,31,16,45,72,1,78,17,0,150
3,2,2,5,1240,37,534,2,11,2,0,0,3,7,0,1,0,88,28,5,101,0,3,2,92,171,28,17,225,796,361,34,17,0,153
8,3,3,28,32676,59,6757,8,13,2,2,0,3,7,0,1,0,4108,76,217,4128,0,7,3,147,301,81,43,2052,9470,181,253,84,0,66
0,2,2,7,1307,57,509,1,12,2,0,0,0,7,0,1,0,91,40,6,101,0,3,2,124,120,65,49,229,817,361,201,24,0,12
0,2,2,7,305,30,35,1,7,2,0,0,0,7,0,1,0,40,27,5,52,0,3,2,103,124,51,41,34,49,1,116,20,0,15
0,2,3,1,1268,46,233,0,0,0,0,5,0,4,0,0,0,167,609,43,216,0,0,2,56,94,48,44,308,332,0,114,20,0,5
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
3,3,3,10,192,27,18,2,6,2,2,0,0,6,0,1,0,26,27,7,39,0,6,3,58,95,28,20,598,1,2,30,27,0,20
16,6,5,39,131006,799,22728,4,91,2,2,1,8,8,0,3,4,19070,51,1252,19060,0,20,6,275,382,113,17,4551,787,363,222,72,0,132
2,3,2,18,472,27,71,1,69,2,0,1,1,7,0,3,1,36,32,10,40,0,10,3,1008,286,14,9,102,0,1,21,19,0,29
0,2,2,5,111,37,17,0,7,2,0,0,0,7,0,1,0,24,37,4,36,0,3,2,78,96,18,13,25,8,1,76,17,0,8
0,2,3,1,1470,46,244,0,0,0,0,5,0,4,0,0,0,185,616,43,234,0,0,2,57,90,48,45,322,392,0,114,20,0,5
3,3,3,10,198,27,22,2,6,2,2,0,0,6,0,1,0,28,33,7,41,0,6,3,58,97,28,20,600,1,2,30,33,0,20
10,5,4,22,134717,906,23097,6,98,2,2,1,3,8,0,3,3,18783,53,1636,18773,0,13,5,299,408,139,19,6968,1138,365,175,48,0,143
0,2,2,7,1322,57,540,1,12,2,0,0,0,7,0,1,0,88,39,6,98,0,3,2,124,118,65,49,228,815,361,190,24,0,13
0,2,2,7,1277,57,527,1,12,2,0,0,0,7,0,1,0,85,39,6,95,0,3,2,124,120,65,49,225,803,361,190,24,0,15
2,3,3,12,182,26,17,2,6,2,2,0,0,6,0,1,0,25,26,6,36,0,7,3,57,70,27,20,597,1,2,30,33,0,10
0,2,3,1,1501,46,250,0,0,0,0,5,0,4,0,0,0,186,615,41,235,0,0,2,57,88,48,45,325,404,0,116,20,0,4
1,2,2,5,256,31,37,0,7,2,0,0,0,7,0,1,0,41,29,4,52,0,3,2,83,263,22,17,35,51,1,59,17,0,27
0,3,3,16,3397,59,947,5,12,2,0,0,0,7,0,1,0,325,44,157846,335,0,4,3,124,122,61,33,462,1350,361,218,33,0,14
1,5,4,24,139325,960,22727,2,95,2,0,1,0,8,0,3,1,21509,75,770,21469,0,13,5,280,369,120,18,2702,393,1,228,37,0,63
10,5,4,22,139690,944,23701,6,98,2,2,1,3,8,0,3,3,19527,54,1645,19517,0,13,5,294,472,134,19,6993,1152,365,213,48,0,171
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,53,28,24,18,0,1,41,21,0,3
3,2,2,5,1236,64,544,2,23,2,0,0,3,7,0,1,0,91,28,21,106,0,3,2,79,159,25,15,258,799,364,73,21,0,101
0,2,2,7,1310,57,534,1,12,2,0,0,0,7,0,1,0,89,40,6,99,0,3,2,124,120,65,49,228,813,361,205,24,0,12
0,3,3,8,62,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,52,28,24,18,0,1,41,21,0,2
4,5,4,22,119955,815,20509,4,90,2,2,1,1,8,0,3,1,16424,71,1588,16408,0,13,5,280,952,126,19,8995,1113,361,228,38,0,150
0,2,2,5,1069,33,485,0,8,2,0,0,0,7,0,1,0,41,20,4,52,0,3,2,79,112,23,16,210,759,361,111,15,0,8
0,3,3,8,54,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
0,3,3,8,59,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
3,2,2,5,1246,37,571,2,11,2,0,0,3,7,0,1,0,92,30,6,107,0,3,2,93,159,27,15,228,796,361,73,21,0,150
0,2,2,7,1317,58,507,1,12,2,0,0,0,7,0,1,0,92,41,6,101,0,3,2,125,119,65,49,229,822,361,206,24,0,13
1,3,3,8,94,24,13,2,6,2,0,0,0,6,0,1,0,24,19,7,34,0,5,3,58,82,28,20,20,1,2,30,21,0,16
0,2,2,7,1327,57,538,1,12,2,0,0,0,7,0,1,0,91,41,6,101,0,3,2,130,121,65,49,228,819,361,191,24,0,13
0,2,2,7,1353,57,529,1,12,2,0,0,0,7,0,1,0,91,39,6,101,0,3,2,124,120,65,49,230,827,361,204,24,0,14
0,3,3,8,57,20,13,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,52,28,24,19,0,1,41,21,0,2
0,2,2,7,1344,57,530,1,12,2,0,0,0,7,0,1,0,92,40,6,102,0,3,2,127,121,65,49,229,822,361,207,24,0,15
2,3,3,10,2244,89,877,3,32,2,0,0,1,7,0,7,0,253,33,638,261,0,4,3,116,199,45,31,466,767,367,201,22,0,29
1,2,2,5,173,37,21,0,7,2,0,0,0,7,0,1,0,32,33,4,44,0,3,2,112,251,41,37,26,13,1,132,17,0,23
2,3,3,10,2173,89,846,3,32,2,0,0,1,7,0,7,0,253,37,666,261,0,4,3,122,199,45,31,468,775,367,204,22,0,28
2,2,2,9,2062,33,864,2,8,2,0,0,1,7,0,2,0,245,28,597,260,0,3,2,98,124,42,31,411,780,361,200,21,0,7
2,2,2,9,2149,70,862,3,24,2,0,0,1,7,0,2,0,252,36,612,263,0,3,2,110,181,45,31,448,770,365,201,25,0,10
0,3,3,10,80,21,12,1,5,2,0,0,0,6,0,1,0,15,19,4,32,0,6,3,58,56,28,24,18,0,1,41,23,0,7
2,3,2,18,449,27,63,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,1062,298,14,9,99,0,1,21,19,0,29
0,2,2,7,1354,57,549,1,12,2,0,0,0,7,0,1,0,91,40,6,101,0,3,2,127,118,65,49,231,823,361,190,24,0,13
2,3,2,18,566,24,68,1,69,2,0,1,1,7,0,3,1,36,52,10,40,0,10,3,83,435,13,9,109,0,1,21,19,0,58
9,6,5,39,148355,1027,25069,4,90,2,2,1,2,8,0,3,3,20845,53,1634,20835,0,20,6,289,437,129,19,5205,1134,363,224,71,0,126
2,3,3,10,98,24,16,2,6,2,2,0,0,6,0,1,0,24,24,6,34,0,6,3,62,80,31,24,597,1,2,15,29,0,8
4,5,4,22,118347,769,20196,4,105,2,2,1,1,8,0,3,1,16296,70,1530,16279,0,13,5,285,955,129,19,9395,979,365,222,38,0,147
16,6,5,39,131705,800,22996,4,91,2,2,1,8,8,0,3,4,19037,53,1254,19027,0,20,6,275,387,113,17,4695,792,365,195,72,0,123
0,2,2,5,247,46,42,0,9,2,0,0,0,7,0,1,0,50,44,5,62,0,3,2,92,93,28,20,32,34,1,152,23,0,14
4,3,3,12,213,26,18,2,6,2,4,0,0,6,0,1,0,25,25,6,36,0,7,3,63,83,33,26,598,1,2,42,33,0,12
6,6,5,39,31411,617,6386,6,94,2,0,1,2,9,0,3,2,2967,69,1135,2962,0,19,6,218,329,77,16,3126,856,363,127,81,0,184
6,3,3,39,38483,100,7636,8,35,2,2,0,2,7,0,1,0,4138,117,7912,4161,2,9,3,162,292,93,47,3032,9150,5,230,143,0,87
0,2,2,7,1286,57,527,1,12,2,0,0,0,7,0,1,0,86,39,6,96,0,3,2,124,120,65,49,226,802,361,209,24,0,13
0,3,3,12,59,22,14,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,54,28,24,20,0,1,41,25,0,3
0,2,4,9,51,32,16,0,6,2,0,0,0,7,0,1,0,20,15,4,34,0,3,2,64,70,13,6,25,8,1,33,15,0,5
10,5,4,22,136238,832,23242,6,95,2,2,1,3,8,0,3,3,19067,52,1631,19057,0,13,5,302,571,145,19,6748,1134,365,211,48,0,111
1,6,5,46,18633,560,4294,1,213,2,0,1,1,8,0,3,0,686,46,1158,673,0,13,6,199,269,58,15,3223,831,361,114,70,0,73
5,4,3,23,73355,844,13265,4,95,2,2,1,1,8,0,3,1,9492,43,1186,9468,0,11,4,277,371,126,36,4384,1478,362,168,28,0,46
0,2,2,7,1260,57,534,1,12,2,0,0,0,7,0,1,0,83,39,6,93,0,3,2,124,119,65,49,222,795,361,190,24,0,14
2,2,2,9,1306,68,428,3,23,2,0,0,1,7,0,2,0,242,28,618,251,0,3,2,110,172,45,31,269,38,5,201,21,0,8
1,3,3,10,93,25,14,2,6,2,0,0,0,6,0,1,0,24,22,7,37,0,6,3,59,108,29,20,21,1,2,30,23,0,44
0,3,3,8,58,20,13,1,5,2,0,0,0,6,0,1,0,15,20,4,29,0,5,3,58,51,28,24,19,0,1,41,21,0,3
7,3,3,28,40014,63,6690,7,16,2,2,0,2,7,0,1,0,4094,76,7854,4108,0,7,3,148,227,79,43,2007,9398,181,229,84,0,68
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,54,28,24,18,0,1,41,25,0,3
12,5,4,22,173729,1280,33922,2,101,2,2,1,4,9,0,3,4,31568,52,1370,31551,0,13,5,348,465,176,29,9517,832,5,225,53,0,90
0,2,2,7,1324,57,531,1,12,2,0,0,0,7,0,1,0,89,39,6,99,0,3,2,124,118,65,49,227,819,361,190,24,0,15
0,2,2,5,877,32,461,0,8,2,0,0,0,7,0,1,0,29,19,4,41,0,3,2,71,89,19,14,205,732,361,71,15,0,2
2,3,3,12,213,26,18,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,85,33,26,598,1,2,42,33,0,12
5,4,3,23,58005,807,10580,4,95,2,2,1,1,8,0,3,1,6948,44,1208,6925,0,11,4,278,345,126,36,4180,1710,362,219,28,0,39
2,3,3,10,241,25,19,2,6,2,2,0,0,6,0,1,0,26,31,6,36,0,6,3,74,68,43,36,604,1,2,42,35,0,9
3,2,2,5,403,34,99,2,9,2,0,0,3,7,0,1,0,86,28,6,101,0,3,2,93,146,26,15,46,72,1,73,21,0,143
2,3,2,18,448,24,56,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,83,285,13,9,93,0,1,21,19,0,26
0,3,3,22,21936,65,2329,6,13,2,0,0,0,7,0,1,0,1426,75,7825,1440,0,6,3,154,249,80,48,931,1966,1,284,54,0,47
2,3,3,10,80,22,16,1,5,2,2,0,0,6,0,1,0,17,24,4,34,0,6,3,58,61,28,24,595,0,1,41,27,0,6
10,5,4,22,132682,866,22738,6,95,2,2,1,3,8,0,3,3,18566,57,1625,18559,0,13,5,300,519,140,19,6756,1124,364,225,48,0,209
2,2,2,9,1080,33,503,2,8,2,0,0,1,7,0,2,0,45,25,5,60,0,3,2,98,127,45,32,214,768,361,237,21,0,6
1,2,2,5,136,38,20,0,7,2,0,0,0,7,0,1,0,30,30,4,42,0,3,2,91,253,22,18,26,13,1,111,17,0,26
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,54,28,24,18,0,1,41,25,0,3
0,3,3,10,1073,34,465,2,8,2,0,0,0,7,0,1,0,45,22,6,56,0,4,3,80,147,27,16,254,784,361,105,20,0,62
0,3,3,10,985,34,459,2,8,2,0,0,0,7,0,1,0,38,23,6,49,0,4,3,82,154,29,16,246,751,361,107,20,0,65
3,2,2,5,1214,37,518,2,11,2,0,0,3,7,0,1,0,89,28,5,102,0,3,2,91,169,27,16,225,795,361,77,17,0,153
0,3,3,8,60,20,13,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,19,0,1,41,21,0,3
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,2,2,7,1269,57,506,1,12,2,0,0,0,7,0,1,0,88,40,6,98,0,3,2,124,119,65,49,227,806,361,189,24,0,15
0,2,2,5,1494,33,681,0,8,2,0,0,0,7,0,1,0,138,20,302,149,0,3,2,82,89,26,21,306,756,361,109,15,0,8
4,3,3,15,323,34,38,3,7,2,0,0,1,7,0,1,2,39,39,7,51,0,6,3,85,179,32,16,80,56,1,107,29,0,18
0,3,3,8,54,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
2,3,3,17,205,27,22,4,6,2,2,0,0,6,0,2,0,27,36,6,40,0,8,3,62,96,32,19,600,1,2,32,43,0,13
0,3,3,8,56,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
2,3,2,18,452,27,57,1,69,2,0,1,1,7,0,3,1,36,32,10,40,0,10,3,1032,290,14,9,92,0,1,21,19,0,29
3,2,2,5,1245,64,552,2,23,2,0,0,3,7,0,1,0,92,28,21,107,0,3,2,79,161,25,15,263,798,364,73,21,0,101
3,2,2,5,1240,37,539,2,11,2,0,0,3,7,0,1,0,88,27,5,101,0,3,2,92,175,28,17,225,796,361,34,17,0,153
2,3,2,18,451,27,53,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,1008,305,14,9,90,0,1,21,19,0,30
2,3,2,18,478,27,70,1,69,2,0,1,1,7,0,3,1,36,32,10,40,0,10,3,1038,301,14,9,101,0,1,21,19,0,30
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
2,3,2,18,550,24,65,1,69,2,0,1,1,7,0,3,1,36,56,10,40,0,10,3,83,357,13,9,97,0,1,21,19,0,60
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,57,28,24,18,0,1,41,25,0,3
0,3,3,10,1069,34,477,2,8,2,0,0,0,7,0,1,0,44,23,6,55,0,4,3,84,155,31,16,252,775,361,104,20,0,272
2,2,2,9,2160,70,889,3,24,2,0,0,1,7,0,2,0,249,31,612,258,0,3,2,113,178,45,31,449,770,365,201,21,0,8
0,3,3,12,58,22,13,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,19,0,1,41,25,0,3
2,3,3,12,210,26,17,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,91,33,26,597,1,2,42,33,0,11
0,2,2,7,282,30,34,1,7,2,0,0,0,7,0,1,0,38,27,5,50,0,3,2,103,124,51,41,33,41,1,117,20,0,13
0,2,2,7,24088,30,4134,1,7,2,0,0,0,1141,0,1,0,3432,28,2571852,3443,0,3,2,91,151,30,13,1078,4601,213,42,16,0,11
0,3,3,12,9144,56,298,3,11,2,0,0,0,7,0,1,0,234,51,7851,247,0,4,3,105,165,43,21,112,301,1,148,32,0,17
3,2,2,5,1216,37,543,2,11,2,0,0,3,7,0,1,0,92,30,6,107,0,3,2,91,155,25,15,228,796,361,73,21,0,149
1,6,5,46,18342,609,4366,1,213,2,0,1,1,8,0,3,0,679,46,1159,665,0,13,6,201,270,58,15,3330,824,361,104,70,0,70
0,3,3,12,56,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,54,28,24,18,0,1,41,25,0,3
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
14,5,4,22,117650,864,20038,4,105,2,2,1,5,8,0,3,4,15911,74,1616,15899,0,13,5,288,918,131,19,13826,1131,364,219,46,0,102
2,3,3,12,210,26,17,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,93,33,26,603,1,2,42,33,0,12
2,2,2,9,2304,144,880,3,56,2,0,0,1,7,0,2,0,258,41,647,272,0,3,2,122,215,45,31,533,782,373,201,27,0,15
10,5,4,22,142931,980,24260,6,98,2,2,1,3,8,0,3,3,20079,53,1628,20069,0,13,5,292,401,132,19,6924,1131,365,243,48,0,167
4,3,3,12,211,26,18,2,6,2,4,0,0,6,0,1,0,25,25,6,36,0,7,3,63,92,33,26,604,1,2,42,33,0,12
0,2,2,7,1348,57,540,1,12,2,0,0,0,7,0,1,0,91,39,6,101,0,3,2,124,118,65,49,231,821,361,205,24,0,15
0,3,3,12,61,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
4,5,4,22,117486,821,20199,4,102,2,2,1,1,8,0,3,1,15985,71,1564,15967,0,13,5,286,954,128,19,8925,1041,365,194,38,0,148
2,3,2,18,518,24,71,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,83,363,13,9,109,0,1,21,19,0,30
2,3,3,12,211,26,18,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,93,33,26,604,1,2,42,33,0,12
1,2,2,5,145,39,22,0,7,2,0,0,0,7,0,1,0,32,29,4,43,0,3,2,92,264,22,18,27,16,1,108,17,0,27
0,2,2,5,1538,33,683,0,8,2,0,0,0,7,0,1,0,141,20,297,152,0,3,2,82,88,26,21,310,772,361,109,15,0,5
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
2,2,2,9,2032,33,865,2,8,2,0,0,1,7,0,2,0,242,26,598,257,0,3,2,98,124,42,31,409,768,361,200,21,0,5
0,3,3,12,56,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
4,3,3,12,209,26,18,2,6,2,4,0,0,6,0,1,0,25,25,6,36,0,7,3,63,92,33,26,604,1,2,42,33,0,12
5,3,3,15,320,42,57,4,7,2,0,0,1,7,0,1,3,48,38,7,60,0,6,3,103,205,42,20,79,44,1,138,29,0,12
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,56,28,24,18,0,1,41,25,0,3
3,2,2,5,1222,37,550,2,11,2,0,0,3,7,0,1,0,91,31,6,106,0,3,2,88,154,25,15,227,796,361,73,21,0,149
16,6,5,39,133722,889,23093,4,92,2,2,1,8,8,0,3,4,19340,53,1259,19331,0,20,6,274,454,116,17,4847,792,365,239,72,0,145
0,6,8,44,37851,714,6419,2,215,2,0,1,0,9,0,3,0,2395,81,1329,2371,0,17,6,282,319,126,66,4705,4940,364,149,81,0,78
2362,2,2,5,1677,82,616,0,17,2,0,0,0,7,0,1,0,157,66,9,156,0,3,2,131,245,61,43,243,882,361,304,31,0,45
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,3,3,8,58,20,13,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,19,0,1,41,21,0,3
0,2,2,7,1318,57,536,1,12,2,0,0,0,7,0,1,0,89,39,6,99,0,3,2,124,119,65,49,228,814,361,190,24,0,13
4,5,4,22,118564,831,20326,1,87,2,2,1,1,8,0,3,1,16089,64,1593,16078,0,13,5,276,872,120,19,8554,1135,361,226,38,0,84
1,2,2,5,139,38,20,0,7,2,0,0,0,7,0,1,0,30,29,4,42,0,3,2,91,272,22,18,26,15,1,111,17,0,28
0,3,3,12,61,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
2,3,3,10,2236,89,862,3,32,2,0,0,1,7,0,7,0,254,36,631,262,0,4,3,119,200,45,31,471,775,367,201,22,0,29
2,3,2,18,474,24,61,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,83,281,13,9,92,0,1,21,19,0,27
4,5,4,22,104771,867,18009,1,87,2,2,1,1,8,0,3,1,13791,63,1597,13780,0,13,5,273,813,117,19,8200,1130,361,222,38,0,83
3549,2,2,5,2155,82,740,0,17,2,0,0,0,7,0,1,0,225,93,9,224,0,3,2,134,257,61,43,280,945,361,276,31,0,48
2,3,2,18,482,24,70,1,69,2,0,1,1,7,0,3,1,36,31,10,40,0,10,3,83,309,13,9,102,0,1,21,19,0,28
0,2,2,7,1312,57,550,1,12,2,0,0,0,7,0,1,0,87,39,6,97,0,3,2,124,119,65,49,225,806,361,189,24,0,14
0,2,2,7,306,30,36,1,7,2,0,0,0,7,0,1,0,40,27,5,52,0,3,2,103,124,51,41,34,49,1,125,20,0,13
1,2,2,5,152,38,20,0,7,2,0,0,0,7,0,1,0,30,28,4,42,0,3,2,91,258,25,18,26,15,1,105,17,0,28
